Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp
ffc promotions,37,37,30,71.04,0,http://bestbath.com/wp-content/uploads/2016/04/FFC_BestBathDealerSignupKit_0715.pdf,0,0,0,0,1530000,"[100,25,25,100,25,25,75,25,50,0,25,25]",1561652507
quality shower stalls,31,31,40,69.68,0,https://bestbath.com/,0,0,0,1,5340000,"[100,100,0,100,100,100,100,100,100,100,100,100]",1561537300
ansi 70 gray sherwin williams,46,46,20,53.96,0.51,https://bestbath.com/7-striking-paint-colors-powder-room/,0,0,0,0.14,287000,"[25,25,75,25,75,25,25,100,25,25,25,25]",1561801546
standard tub size,90,90,3600,78.47,0.75,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,0,0,0,1,165000000,"[82,66,66,82,82,66,66,66,66,100,82,82]",1562808920
bathroom soap case designs,57,57,40,89.06,0,https://bestbath.com/product/recessed-soap-dish/,0,0,0,0,50200000,"[0,0,0,0,0,0,0,100,0,0,0,0]",1562606907
bathroom soap case designs,58,58,40,89.06,0,https://bestbath.com/products/accessories/,0,0,0,0,50200000,"[0,0,0,0,0,0,0,100,0,0,0,0]",1562606907
l shaped bathtub shower combo,38,38,20,81.56,0,https://bestbath.com/product/l-shaped-grab-bar/,0,0,0,1,27500000,"[50,50,50,50,100,50,50,50,50,50,100,50]",1561968935
31 x 31,80,80,110,86.31,0,https://bestbath.com/product/multi-piece-code-compliant-31x63x80-25-shower-2/,0,0,0,0.03,17000000000,"[79,79,50,50,64,100,100,79,64,64,100,79]",1561139180
how to put a drain in a plastic tub,96,96,20,79.51,0.36,https://bestbath.com/,0,0,0,0.77,8320000,"[0,11,11,11,11,56,11,11,100,22,11,11]",1561807202
shower kerb,66,66,20,79.13,0.62,https://bestbath.com/faqs/,0,0,0,1,695000,"[11,11,11,11,100,22,33,11,11,11,11,33]",1561798677
ral 60005,35,35,20,46.28,0,https://bestbath.com/wp-content/uploads/2016/01/RALGelcoatColors_2.compressed.pdf,0,0,0,0,137000,"[100,0,0,22,0,0,0,0,56,22,0,78]",1562030347
commercial handicap bathroom accessories,48,48,20,70.39,0,https://bestbath.com/,0,0,0,1,12500000,"[100,14,14,0,14,14,71,0,71,0,0,14]",1561883674
1 2 bath size,68,0,40,75.26,0.28,https://bestbath.com/bestbath-roll-grip-texture/,0,0,0,0.28,1160000000,"[2,2,2,2,2,2,2,81,15,35,100,29]",1562772604
bathtub inside shower,78,78,320,82.89,0.75,https://bestbath.com/products/tubs/,0,0,0,1,124000000,"[44,44,36,44,36,36,29,100,54,54,54,44]",1561015553
shower enclosures inc,96,96,50,53.72,0,https://bestbath.com/,0,0,0,1,10100000,"[14,29,14,71,71,14,14,57,14,100,14,43]",1561423101
orca health,68,68,260,75.4,0,https://bestbath.com/dealer/orca-health-care-supplies/,0,0,0,0,15600000,"[67,54,54,100,54,54,67,67,100,54,44,54]",1561036281
tile ready shower pan 36 x 60,30,30,90,81.48,2.84,https://bestbath.com/types-shower-pans/,0,0,0,1,80,"[14,14,14,100,14,14,14,14,43,14,71,43]",1561158958
shower bath cubicle,50,50,70,82,0,https://bestbath.com/,0,0,0,1,8000000,"[29,43,57,0,14,29,0,100,14,14,71,14]",1561302049
accessible shower doors,12,12,30,72.13,2.44,https://bestbath.com/products/showers/,0,0,0,1,162000000,"[29,14,100,57,14,29,14,43,71,14,14,14]",1561577682
shower revit,30,30,30,63.41,0,https://bestbath.com/category/dealer-resources/revit-files/,0,0,0,0.05,1460000,"[14,14,14,14,43,14,57,14,14,100,14,14]",1561726910
handicap grab bar installation height,50,50,30,70.28,0,https://bestbath.com/products/grab-bars/,0,0,0,0.18,8690000,"[14,29,14,29,14,14,14,14,14,100,14,14]",1561662218
custom shower base fabrication,45,45,110,58.14,1.24,https://bestbath.com/types-shower-pans/,0,0,0,1,2620000,"[67,24,67,33,52,43,33,24,52,100,100,81]",1561124615
48 tub and shower,18,18,70,82.15,1.66,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,62000000,"[14,100,14,14,43,100,0,14,14,14,14,14]",1561230363
walk in tub without jets,30,30,30,82.38,11.18,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,9190000,"[20,20,20,20,20,20,20,60,20,100,20,20]",1561566586
54 x 40 bathtub center drain,46,46,90,72.13,0.4,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,87,"[14,14,14,100,29,29,14,14,14,29,14,29]",1561164873
solid surface casting,76,76,40,51.94,0,https://bestbath.com/case-studies/technological-advancement-beautiful-resiliency-composites/,0,0,0,0.1,40000000,"[100,100,100,100,100,0,100,0,0,100,100,100]",1561545637
from tub to stand up shower,34,34,20,83.85,0.57,https://bestbath.com/faqs/,0,0,0,1,48300000,"[0,0,0,0,0,0,11,100,11,11,33,11]",1561800092
bath _À_µ„Û_µ_____«,73,73,40,75.78,0,https://bestbath.com/,0,0,0,0,254000000,"[14,0,29,57,0,14,29,14,14,14,14,100]",1561473940
bath shower enclosures,30,30,320,73.58,1.5,https://bestbath.com/,0,0,0,1,19800000,"[100,82,67,67,67,67,67,67,67,100,100,82]",1561014469
roll in shower threshold,11,11,20,66.89,1.46,https://bestbath.com/products/showers/barrier-free/,0,0,1,1,2400000,"[33,67,33,33,33,33,33,33,33,100,33,100]",1561785481
roll in shower threshold,12,12,20,66.89,1.46,https://bestbath.com/,0,0,0,1,2400000,"[33,67,33,33,33,33,33,33,33,100,33,100]",1561785481
shower surrounds that look like tile,15,15,140,77.37,0.79,https://bestbath.com/products/tub-surrounds/,0,0,0,1,8120000,"[19,35,65,54,27,54,35,65,42,100,65,100]",1561095574
proposition 65 california health and safety code,41,41,50,80.95,0,https://bestbath.com/prop-65/,0,0,0,0.17,6540000,"[11,100,11,33,33,22,22,11,11,44,0,11]",1561417219
54 inch shower,53,53,110,75.14,0.81,https://bestbath.com/products/showers/pans/,0,0,0,1,79100000,"[41,52,52,65,52,41,52,82,41,82,65,100]",1561125905
54 x 32 shower pan,17,17,90,76.8,0.76,https://bestbath.com/products/showers/pans/,0,0,0,1,10800000,"[4,4,8,100,4,4,4,35,8,4,4,4]",1561162897
how to install a vinyl shower pan,70,70,30,85.43,0.8,https://bestbath.com/products/showers/pans/,0,0,0,0.95,3640000,"[14,14,14,14,14,57,29,14,100,100,29,14]",1561589319
78 x 4,90,90,390,81.14,0,https://bestbath.com/product/single-piece-curbed-36x36x78-25-shower/,0,0,0,0.01,3740000000,"[100,67,54,54,54,81,81,81,67,81,100,100]",1561009604
5 piece tub surround installation video,39,39,50,88.68,0,https://bestbath.com/who-we-serve/,0,0,0,1,97,"[20,0,40,0,20,20,20,20,100,0,0,20]",1561352172
shower curtain width,76,76,260,75.57,1.05,https://bestbath.com/product/heavy-duty-vinyl-shower-curtain/,0,0,0,1,26200000,"[66,66,81,81,100,66,66,66,66,81,66,81]",1561028102
how to install shower surround to studs,25,25,20,86.07,1.62,https://bestbath.com/wp-content/uploads/2017/01/1059_MP-Tub-Shwr_LO-RES-Final.pdf,0,0,0,0.27,535000,"[14,14,14,57,14,14,14,14,14,14,14,100]",1561782579
tub non slip coating,38,38,50,67.08,0.43,https://bestbath.com/bestbath-roll-grip-texture/,0,0,0,1,1590000,"[11,11,22,0,33,11,11,11,11,11,100,44]",1562604695
code 37 more 4,80,80,50,77.82,0,https://bestbath.com/product/single-piece-code-compliant-63-x-37-x-78-34-shower-traditional-threshold-34-curb-height-lcs26337a75ftt-v2-2/,0,0,0,0,2430000000,"[0,0,0,0,0,0,100,100,0,0,0,0]",1561365655
university of kentucky bathroom accessories,82,82,20,81.63,1.61,https://bestbath.com/who-we-serve/,0,0,0,1,2780000,"[11,0,11,100,11,11,22,11,78,11,22,33]",1561783105
shower curtain systems,15,15,20,74.08,1.55,https://bestbath.com/product/heavy-duty-vinyl-shower-curtain/,0,0,0,1,85200000,"[80,20,100,20,40,60,20,20,20,20,20,40]",1561783707
17 x 60,41,41,170,75.06,0,https://bestbath.com/product/single-piece-code-compliant-32x60x74-showertub-combo-3/,0,0,0,0,8520000000,"[65,54,54,42,54,65,65,100,54,65,65,65]",1561077140
typical shower size,97,97,260,78.99,0.89,https://bestbath.com/,0,0,0,1,407000000,"[66,66,52,81,100,66,81,81,66,100,81,100]",1561027643
american renovations,25,25,170,63.01,0.38,https://bestbath.com/dealer/all-american-renovations/,0,0,0,0.12,53900000,"[81,81,67,81,100,81,100,67,67,100,81,81]",1561073258
beveled threshold,13,13,40,67.99,1.54,https://bestbath.com/product/single-piece-63-x-37-x-77-1-2-shower-beveled-threshold-3-4-curb-height-lcs26337a75b-v2/,0,0,0,0.99,668000,"[43,57,57,71,57,43,57,71,57,57,71,100]",1561452010
garden tub vs regular tub,44,44,40,81.6,1.47,https://bestbath.com/products/tubs/garden-tubs/,0,0,0,1,416000000,"[100,11,11,33,11,22,11,11,56,11,56,22]",1561450576
big walk in showers,62,62,170,81.33,1.5,https://bestbath.com/,0,0,0,1,64300000,"[52,44,28,44,28,44,44,44,66,100,66,66]",1561068958
shower in front of tub,34,34,20,78.09,0,https://bestbath.com/,0,0,0,0.14,109000000,"[14,14,43,14,100,14,0,29,100,29,29,29]",1562051013
60 x 75,43,43,210,74.15,0,https://bestbath.com/shop/curbed-60x30-shower-pan-curbed-threshold-5-75-curb-height-2/,0,0,0,0.02,3940000000,"[65,65,54,65,54,65,81,81,81,81,100,81]",1561056655
shower stalls and kits,22,22,480,79.95,0.94,https://bestbath.com/,0,0,0,1,1920000,"[36,82,82,67,36,44,100,36,15,54,100,82]",1560994062
tub next to shower ideas,67,67,50,88.46,0,https://bestbath.com/,0,0,0,0.69,99000000,"[0,0,0,33,33,33,100,33,33,67,33,100]",1561431808
tile free bathroom,84,84,30,70.96,0,https://bestbath.com/,0,0,0,0.6,328000000,"[14,57,29,14,14,14,100,57,14,14,29,100]",1561741109
corner shower with seat,62,62,210,84.48,0.68,https://bestbath.com/,0,0,0,1,54100000,"[54,54,44,67,54,36,36,44,54,100,67,82]",1561052237
tile shower drain pan,64,64,50,79.33,0.72,https://bestbath.com/products/showers/pans/,0,0,0,1,6290000,"[14,14,100,14,14,14,71,14,29,100,14,29]",1562607954
acrylic shower pan installation,24,24,110,81.24,1,https://bestbath.com/types-shower-pans/,0,0,0,0.93,22200000,"[82,82,52,65,82,100,100,82,41,41,29,41]",1561123142
shower rods etc,39,39,40,68.1,0,https://bestbath.com/product/corner-curtain-rod-kits/,0,0,0,1,9850000,"[14,71,14,29,100,29,14,14,43,57,43,14]",1561544445
shower in front of window solutions,61,61,20,74.14,0,https://bestbath.com/faqs/,0,0,0,1,35500000,"[0,0,67,33,100,33,0,100,0,33,0,33]",1562047371
ada bathroom guidelines 2017,77,77,30,65.26,0,https://bestbath.com/wp-content/uploads/2017/05/14-Key-Code-Issues.pdf,0,0,0,0,825000,"[33,33,33,0,0,0,0,33,0,33,100,0]",1561613153
shower ledge ideas,91,91,20,84.17,0,https://bestbath.com/,0,0,0,1,5450000,"[14,14,100,14,14,57,29,14,14,14,29,14]",1562051846
ada mirror size,83,83,20,68.19,0.79,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,0,0,0,1,22700000,"[20,40,20,40,20,100,20,20,20,20,20,20]",1561794550
walk in bath shower combinations,75,75,70,83.28,7.01,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,3400000,"[5,2,29,2,2,100,100,5,3,2,2,3]",1561230354
threshold pans,17,17,110,85.93,0.5,https://bestbath.com/products/showers/pans/,0,0,0,1,3090000,"[79,100,100,64,64,79,64,79,64,100,64,64]",1561126515
bathrooms and showers direct code,50,50,50,72.41,0,https://bestbath.com/,0,0,0,0,63900000,"[0,0,100,0,0,0,0,0,0,0,0,0]",1561356903
make own shower base,35,35,50,78.73,0.07,https://bestbath.com/types-shower-pans/,0,0,0,1,118000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1562598090
subway tile shower curb,36,0,70,60.28,0.69,https://bestbath.com/product/multi-piece-curbed-48-x-36-shower-curbed-threshold-6-curb-height-4lbs4836/,0,0,0,0.87,1930000,"[11,11,11,11,78,100,11,11,22,11,11,11]",1562775215
red powder room ideas,28,28,20,83.98,0,https://bestbath.com/7-striking-paint-colors-powder-room/,0,0,0,0.14,101000000,"[11,22,11,11,11,44,22,56,11,100,22,22]",1562031877
houzz master bedroom walk in closets,66,66,20,89.94,16.29,https://bestbath.com/houzz-tour-accessible-design-makes-wheelchair-living-easier/,0,0,0,1,3000000,"[11,11,44,0,100,33,11,22,0,44,22,11]",1561766070
30 x 30 tub,31,31,30,80.23,0.43,https://bestbath.com/product/multi-piece-60-x-30-x-72-1-2-tub-shower-combo-17%E2%80%B3-curb-skirt-height-4rts6030-v2/,0,0,0,1,325000000,"[11,11,11,11,11,22,22,11,22,33,11,100]",1561594609
cheap shower base ideas,36,36,40,83.91,0.68,https://bestbath.com/types-shower-pans/,0,0,0,1,139000000,"[11,11,33,22,33,44,100,11,11,22,11,11]",1561455368
plumbers putty shower drain,22,22,30,77.61,0.61,https://bestbath.com/wp-content/uploads/2017/07/1038_1-Pc-TrenchDrain.pdf,0,0,0,0.74,228000,"[100,14,57,43,29,100,71,14,14,14,14,14]",1561592026
floor grip,57,57,170,59.77,1.04,https://bestbath.com/bestbath-roll-grip-texture/,0,0,0,1,129000000,"[67,81,67,52,67,81,67,67,81,81,81,100]",1561069700
doorless shower pan,70,70,20,77.49,1.9,https://bestbath.com/waterstopper/,0,0,0,1,82,"[33,33,33,33,67,67,33,33,33,67,100,33]",1561780680
shower replacement kits,57,57,320,85.7,1.1,https://bestbath.com/,0,0,0,1,89200000,"[54,67,82,82,82,82,54,54,44,82,100,82]",1561014053
3 pc shower,58,58,90,74.41,0.82,https://bestbath.com/wp-content/uploads/2017/01/1051_Multi-Pc-Shwr-NoCrops_103116.pdf,0,0,0,0.98,171000000,"[14,29,71,29,14,29,100,14,29,14,14,71]",1561162832
stella maris rockland maine,31,31,30,79.95,0,https://bestbath.com/wp-content/uploads/2016/02/CaseStudy_StellaMaris.pdf,0,0,0,0.02,65,"[50,50,100,50,50,100,100,50,100,100,50,50]",1561735664
shower grate installation instructions,28,28,20,65.22,0,https://bestbath.com/wp-content/uploads/2017/07/1066-Trench-Single_7x18.pdf,0,0,0,0,4870000,"[0,0,0,50,0,0,0,100,0,0,0,0]",1562053616
be bath escapes,30,39,70,81.34,0.03,https://bestbath.com/best-bath-launches-redesign-of-escape-plus-walk-in-tub/,0,0,0,0.43,218000000,"[11,22,11,11,11,11,11,11,100,11,22,56]",1562768405
handicap shower faucets,53,53,40,80.1,1.39,https://bestbath.com/,0,0,0,1,11300000,"[3,3,3,100,6,12,6,3,6,12,3,6]",1561450829
simple pleasures brushes,24,24,50,86.83,0.86,https://bestbath.com/simple-pleasures-art-of-the-bath/,0,0,0,0.68,6210000,"[14,14,57,14,100,14,14,14,14,14,100,100]",1562613209
45 x 33,81,81,20,72.68,0,https://bestbath.com/product/barrier-free-45x50-shower-pan-beveled-threshold-0-5-curb-height/,0,0,0,0,6570000000,"[100,11,11,78,11,11,11,11,11,11,11,11]",1561831798
large shower bath,59,59,110,84.92,1.12,https://bestbath.com/,0,0,0,1,317000000,"[65,41,52,82,52,29,52,52,65,82,100,100]",1561122479
shower water dam uk,25,25,50,63.56,0,https://bestbath.com/,0,0,0,1,89,"[0,0,0,0,0,0,0,0,0,0,0,100]",1561426400
tile inset in shower,34,34,90,76.77,0.61,https://bestbath.com/tiledesign/,0,0,0,1,6150000,"[11,100,22,11,22,11,11,11,11,22,33,11]",1561163446
30 x 60 shower base,26,26,590,83.32,0.87,https://bestbath.com/products/showers/pans/30-x-60-shower-pans/,0,0,0,1,87,"[82,54,67,82,82,82,82,67,82,82,100,100]",1560986884
all in one shower,61,61,210,84.8,0.95,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,1,1360000000,"[81,66,66,100,52,52,52,66,52,100,66,81]",1561051582
shower sizes,52,52,1900,78.02,0.82,https://bestbath.com/products/showers/pans/,0,0,0,1,209000000,"[79,79,79,79,79,79,79,79,67,100,100,100]",1560960738
tub soap holder,69,69,50,84.66,0.43,https://bestbath.com/product/recessed-soap-dish/,0,0,0,1,10700000,"[14,14,100,29,29,14,29,29,100,14,29,14]",1562608248
38x3,63,63,140,58.37,0,https://bestbath.com/w-x-d-x-h-outside-dimensions/40-x-38-x-3/,0,0,0,0.01,8760000,"[0,0,0,33,52,81,100,100,100,81,81,100]",1561102528
3 piece shower set,68,68,20,86.26,0.8,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,1,99,"[14,43,14,14,14,100,14,14,14,29,14,14]",1561794713
custom tile bathtub,14,14,20,76.98,1.12,https://bestbath.com/products/tub-surrounds/,0,0,0,1,42300000,"[25,100,50,25,25,25,25,25,25,25,50,25]",1561789092
best architecture brochures,59,59,50,73.12,0,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,0.14,69200000,"[100,33,33,0,33,33,33,33,33,0,0,33]",1561357573
3838 bath rd,81,81,20,79.23,0,https://bestbath.com/wp-content/uploads/2016/01/LSS3838CP.pdf,0,0,0,0,85,"[0,0,0,0,0,0,100,0,0,0,0,100]",1561833330
idaho tribune newspaper,76,76,90,79.09,0,https://bestbath.com/best-bath-profiled-in-idaho-press-tribune/,0,0,0,0,90,"[11,11,11,11,11,100,44,78,78,33,11,22]",1561190560
tile shower installers near me,87,87,50,78.18,5.15,https://bestbath.com/,0,0,0,0.55,84000000,"[6,6,12,6,6,6,100,6,6,12,65,100]",1562623076
installing a tub surround video,33,33,40,82.49,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0,1010000,"[29,14,0,0,14,14,100,0,14,0,0,0]",1561514988
best tile for bathroom floor non slip,75,75,30,79,2.03,https://bestbath.com/bestbath-roll-grip-texture/,0,0,0,1,10400000,"[11,100,11,11,33,22,11,22,78,11,22,22]",1561579104
how to build a shower pan,67,67,2400,85.79,0.5,https://bestbath.com/types-shower-pans/,0,0,0,1,21100000,"[100,83,66,83,83,83,83,83,83,100,100,83]",1560959471
best bath systems walk in tub,3,3,40,65.19,0,https://bestbath.com/escape-5128-walk-tub/,0,0,0,1,9060000,"[57,57,14,14,100,14,14,14,14,14,71,14]",1562602526
best bath systems walk in tub,4,4,40,65.19,0,https://bestbath.com/products/tubs/,0,0,0,1,9060000,"[57,57,14,14,100,14,14,14,14,14,71,14]",1562602526
32x54 shower pan,53,53,70,75.67,0.92,https://bestbath.com/products/showers/pans/,0,0,0,0.95,57,"[11,22,22,11,11,11,100,11,22,11,11,11]",1561234968
how to install tile shower walls with a prefab base,90,90,110,84.46,1.69,https://bestbath.com/,0,0,0,0.69,763000,"[52,33,43,52,24,52,67,67,52,100,52,52]",1561121008
shower curtain rod for corner shower,44,44,110,86.45,0.56,https://bestbath.com/product/corner-curtain-rod-kits/,0,0,0,1,85,"[100,52,52,100,82,52,29,65,52,65,82,41]",1561126041
how was water filled in great bath,26,26,30,83.26,0,https://bestbath.com/waterstopper/,0,0,0,0,923000000,"[0,0,0,0,0,0,0,0,0,100,40,20]",1561676702
folding tub seat,71,71,30,60.24,1.87,https://bestbath.com/seat/folding-28x13-phenolic-tub-seat/,0,0,0,1,9670000,"[80,40,80,20,20,20,100,20,20,40,20,20]",1561582006
best shower bar,31,31,20,73.16,0.5,https://bestbath.com/products/grab-bars/,0,0,0,1,487000000,"[25,75,100,25,25,25,25,50,25,25,25,25]",1561802882
36 inch shower,75,75,170,83.66,0.68,https://bestbath.com/products/showers/pans/,0,0,0,1,95300000,"[81,43,81,52,67,81,81,67,100,100,100,81]",1561071118
solid surface shower base pans,87,0,70,73,0.83,https://bestbath.com/product/curbed-30x30-shower-pan-6-curb-height-np3030/,0,0,0,1,11100000,"[14,14,14,14,29,14,14,100,14,71,43,43]",1562776875
safety tubs parts,53,53,70,69.75,3.33,https://bestbath.com/,0,0,0,1,26000000,"[20,40,40,20,100,20,80,20,20,0,20,20]",1561227781
curtain kit,28,28,30,71.07,1.35,https://bestbath.com/curtain-rod-kit/59-5-curtain-rod-kit-with-mounting-brackets/,0,0,0,1,149000000,"[20,20,20,100,20,20,20,40,20,20,20,20]",1561584465
adjustable shower drain installation,66,74,70,76.3,0,https://bestbath.com/wp-content/uploads/2017/07/1053_MPShwr-wTrench.pdf,0,0,0,0.85,9890000,"[50,25,25,50,25,25,75,100,25,25,75,25]",1562763709
stainless steel shower walls,23,23,20,78.25,0.87,https://bestbath.com/who-we-serve/,0,0,0,1,27200000,"[3,16,3,66,3,52,12,16,6,100,3,28]",1561793199
custom shower base for tile,21,21,110,67.03,0.95,https://bestbath.com/types-shower-pans/,0,0,0,1,26400000,"[41,29,29,52,41,65,52,52,65,100,82,100]",1561123130
how to install a shower pan on a concrete floor,53,53,110,81.06,1.25,https://bestbath.com/wp-content/uploads/2018/07/Form2026_AboveRoughFloorPan_NewBrand2015_FINAL.pdf,0,0,0,0.54,3400000,"[100,43,43,43,33,33,33,24,43,67,67,81]",1561122067
how to tile a shower base,39,39,20,84.53,0.6,https://bestbath.com/types-shower-pans/,0,0,0,0.99,44200000,"[43,5,10,14,5,19,5,5,10,52,100,5]",1561799475
non abrasive cleaners for tubs,88,92,70,68.62,0.46,https://bestbath.com/cleaning-and-maintenance/,0,0,0,1,2380000,"[0,0,0,0,0,0,0,0,0,0,20,100]",1562776104
fiber glass partition for bathroom,59,59,20,70.65,0,https://bestbath.com/who-we-serve/,0,0,0,0,5420000,"[0,0,0,0,0,0,100,0,0,0,0,0]",1561912489
anti ligature shower curtain rod,27,27,30,49.8,1.16,https://bestbath.com/case-studies/behavioral-health-facility-partners-bestbath-safer-bathroom-environment/,0,0,0,1,72,"[11,11,44,78,11,78,11,100,11,11,56,11]",1561585752
comfortable bathtub,46,46,210,76.95,1.54,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,74700000,"[81,66,66,81,52,44,52,66,81,66,66,100]",1561050102
42 x 36 one piece shower stall,42,42,20,74.27,1,https://bestbath.com/products/showers/,0,0,0,1,97,"[0,0,50,50,50,50,50,50,100,50,50,50]",1561790948
shower seat with legs,66,66,20,74.43,3.35,https://bestbath.com/wp-content/uploads/2018/05/Folding-Shower-Seats-Rectangular-XXx15.pdf,0,0,0,1,58000000,"[43,14,71,14,57,14,14,14,100,14,14,14]",1561773832
shower door sill,93,93,20,69.16,1.5,https://bestbath.com/types-shower-thresholds/,0,0,0,1,8060000,"[44,11,56,33,11,11,11,11,44,11,100,22]",1561784232
bathroom shower drain installation,71,71,90,86.03,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0.56,77300000,"[14,14,14,100,14,14,14,29,57,43,14,57]",1561173598
